,review,is_positive
1550,thermostat need turn ran bath long day london dissapoint request southern view receiv even check  told  lukewarm hit plate becam cold quickli ask 60 deposit mini bar check manag charg instead refund dissapoint first hilton visit,0
1551,would love rate beauti establish higher  friendli help allow checkin 5 30 pleasant experi long flight hang around feel tire need  desper absolut wors could guest,0
1552, ok,0
1553,everi  seem problem exampl two three  stay suffer loos socket cover  blind fall wall  limit e almost item cold food apart boil egg,0
1554,everyth,0
1555,standard facil poor,0
1556,air con work made  stuffi face towel shampoo condition given given flimsi paper cup,0
1557,decor could lick paint,0
1558,thought delux  littl small,0
1559,check welcom,0
1560,everi thing ok except c warm,0
1561,step bath fell hurt first night thought go go glass luckili break anyth,0
1562,towel terribl dirti smelli,0
1563,mix came check us  process took hour eventu dealt point offer much apolog drink bar sort mess disappoint  door  close properli wither affect qualiti stay overal,0
1564,quit small doubl  2 person,0
1565,construct work street close main street entranc taxi car cannot drop main entranc,0
1566,littl food avail bar  good area lot derelict build around good restaur walk distanc even close drive distanc would feel safe night walk back ,0
1567,proper bar area,0
1568,4 elev  still wait long time mani time elev crowd wait next one would also work better  would separ elev skyloung non  guest,0
1569,scrambl egg v poor 18 ,0
1570,like outlook ,0
1571, overpr replenish bath amen,0
1572,read posit mostli event relat  given small tini 2 avail one milan host expo 2015 chose stay 4 day later road trip south given larger  adequ park howev paid least expens,0
1573,cocktail littl expens compar local bar,0
1574, need redecor carpet corridor wron wast bin   un empti,0
1575, could better,0
1576, comfort hard mattessss,0
1577,bath glass frost cubicl  littl privaci would nice  overpr ,0
1578,fo9r 152 night disappoint abl make coffe morn pay one call  servic mini bar incred expens,0
1579,hot ,0
1580,small   window window view wall block possibl view,0
1581,renov reconstruct work go  stay disturb us much,0
1582, cold enter  provid addit heater panel doubl glaze remov lack power point construct bond street made even noisi carpet look old stain,0
1583,weather cold,0
1584,relax food bar area,0
1585,soundproof rather poor could hear peopl talk street window close well train pass underground,0
1586,smelli drain smell bath although could shut door,0
1587,small chair extra  would great nicer sit togeth way,0
1588,pay wifi,0
1589,ok,0
1590, construct site noisi constant drill manag care simpli put stay,0
1591,would recommend  add gym facil area around  look industri district though  secur insid look safe,0
1592,aircondit realli poor  receptionist dint bother fix,0
1593,uncomfort  hard nois corridor leak  due gap door jam,0
1594,entir  need facelift date servic consist guest pay use gym facil sure 4 star,0
1595,,0
1596,didnt like lot first  absolut terribl smile ask guy recept anyth rude didnt help us  small  noisi even move disturb other mean  fun never,0
1597,bath towel small mini bar facil two bottl water nibbl snack uht milk suppli tea coffe biscuit doubl  one glass provid lack toiletri enjoy  would appreci choic ie egg scrambl poach etc 5 star  would expect extra,0
1598, small,0
1599,lot nois door creak time small   mani option,0
1600,small  issu come enjoy see citi,0
1601, littl noisi think  gener,0
1602,30 euro per day extra charg park garag,0
1603, aw design extrem clostrophop dark simpli ugli wifi crazi slow,0
1604, averag  seem bit grumpi particularli help,0
1605,took 5 euro bring bucket ice usuli tip 3 10 euro take mandatori,0
1606,get sandwich 11 except  servic,0
1607, bit stuffi aircon avail,0
1608,full english  could includ rather continent upgrad arriv,0
1609,leav,0
1610,lack consist cleaner suit door rooom bit basic  expect price restaur offer child  expect pay adult price tini amount eat,0
1611,furnitur  littl sad use wardrob ,0
1612,cleaner swim area chang ,0
1613,complaint,0
1614,clean  uncomfort noisi realli help nois outsid,0
1615,wifi free,0
1616,request late checkout well handl,0
1617,noisi kid pool meant go easter expect guess,0
1618,tini  tini elev photo avail internet exagger,0
1619,low standard old fade person look like hostel  poor food everi day realli disappoint standard price paid never back,0
1620,level staf bar could better waiter tri hard attend everyon,0
1621,recept friendli unhelp,0
1622, quit stuffi aircon work mini bar fridg  would good keep drink cold,0
1623,speak concierg pass onto recept clean  noisi morn  604 clean cupboard right next crack tap bath scale bath cleanest,0
1624,garden next road littl noisi,0
1625,lift difficult  upper floor,0
1626,stay  406 follow issu hot  faulti aircon hard  bath cold sparkl clean  door meet top mold grout,0
1627,realli anyth dislik  howev  select could wider varieti choic,0
1628,carpet clean think could chang lot mark stain,0
1629,free water easi notic,0
1630,stay mercur  vari make coffe machin awkward posit alway queue previou   bring coffe pot tabl machin meant get enjoy meal togeth one us queue good portion meal hot drink need refil food littl quicker fruit salad mainli grape littl disappoint,0
1631,fire alarm sensit probabl chang carpet ,0
1632,could fault anyth excel ,0
1633,would prefer  view,0
1634,felt somewhat cramp,0
1635,c,0
1636,recal issu,0
1637,although great inconveni public bar winter month decemb stay roof top terrac bar open summer  front busi main road noisey,0
1638,gener cor carpet  corridor area seen better day made place look littl tire,0
1639,late check,0
1640,everyth good,0
1641,aggress european ,0
1642,minor point coffe  time terribl fault could find place overal good,0
1643,tv work,0
1644,nois  floor,0
1645,tea coffe make facil  fair walk public transport taxi necessari time,0
1646,may earli check would better overal everyth perfect,0
1647,call librari could use bigger select english languag book,0
1648,configur  complic seem walk along way stair bag need better explan  expens,0
1649,long walk elev reach  littl wait time elev three four oper,0
1650,littl bit mani yourng peopl parti ,0
1651, furnitur old cleanli good good wifi coverag  high rate per night old  clean ,0
1652,facil old servic slow wait 30min recept,0
1653, littl expens 14 buffet,0
1654,park easi,0
1655, hard,0
1656,busi street traffic front ,0
1657,like front  stay day back  return trip put front nicer view sleep realli hear drunk shout street,0
1658, littl miser mayb like work easter,0
1659, quit small spend much time  overpr,0
1660, time crowdi littl space peopl need wait other leav tabl find place ,0
1661,old  rude  old  bad hous keep,0
1662,live ground floor donot like,0
1663, small bare move insid ventil bath work well alway stink humid,0
1664,littl ,0
1665,bar area ground floor,0
1666,high price,0
1667,pool realli small  good definit worth 30 per person,0
1668,short stay,0
1669,thrown bar local  bar good select drink bit spars home feel sausag littl anem cook expens experi alcohol mini bar,0
1670,told  undergo renerv book also paid upgrad led believ would get  view eiffel tower disappoint side,0
1671,nil,0
1672, extrem poor atmospher ,0
1673,step enter ,0
1674,window look felt like lift shaft view wait 1 2 hour  snooti head waiter made us feel good enough,0
1675,curtain dusti  bath linen poor qualiti  uncomfort gave back ach tea coffe bit lack lustr expect person make decent cup tea small uh milk one larg bath towel provid two peopl mean one person  wall thin could hear gentlemen next door snore,0
1676,  next store  stair mean quiet noisi also window seal  pretti cold bad due warm blanket though wind blow eg would recommend small children,0
1677,although  king  bath small,0
1678, good compar mani top 4 star  select  buffet limit stay  106 nois air con motor disturb sleep littl,0
1679,chicken curri undercook brought fresh one,0
1680,,0
1681,enough tea bag decor corridor could updat,0
1682, littl dark london realli larg,0
1683, small,0
1684,limit select beverag pool bar,0
1685,small  like boat cabin exactli stylish furnish  bath broken,0
1686,pricey ,0
1687, love  great two issu one feel partial book com failur point told tourist tax surpris extra 30 pound  price wifi  work suffici meant could use smart tv,0
1688,slipper provid avail even ask front desk odd 4 star  also bathrob provid either also toiletri provid apart 2 1  gel shampoo notic say ask front desk front desk  rude exactli friendli either hospit busi welcom farewel greet pleasant though ask someth directli,0
1689,decaf tea,0
1690,lack facil properti swim pool sauna well consid price pay  smoke yet could smell smoke corridor person issu think go put warn everi  regard smoke drug use polic lot vigilantli main thing group lack  facil 4 star properti someth look futur develop,0
